WC-1986,T-34,Hungary
WC-1986,T-37,Iraq
WC-1986,T-39,Italy
WC-1986,T-44,Mexico
WC-1986,T-45,Morocco
WC-1986,T-50,Northern Ireland
WC-1986,T-53,Paraguay
WC-1986,T-55,Poland
WC-1986,T-56,Portugal
WC-1986,T-61,Scotland
WC-1986,T-68,South Korea
WC-1986,T-69,Soviet Union
WC-1986,T-70,Spain
WC-1986,T-80,Uruguay
WC-1986,T-82,West Germany
WC-1990,T-03,Argentina
WC-1990,T-05,Austria
WC-1990,T-06,Belgium
WC-1990,T-09,Brazil
WC-1990,T-11,Cameroon
WC-1990,T-15,Colombia
WC-1990,T-16,Costa Rica
WC-1990,T-20,Czechoslovakia
WC-1990,T-25,Egypt
WC-1990,T-27,England
WC-1990,T-39,Italy
WC-1990,T-46,Netherlands
WC-1990,T-57,Republic of Ireland
WC-1990,T-58,Romania
WC-1990,T-61,Scotland
WC-1990,T-68,South Korea
WC-1990,T-69,Soviet Union
WC-1990,T-70,Spain
WC-1990,T-71,Sweden
WC-1990,T-78,United Arab Emirates
WC-1990,T-79,United States
WC-1990,T-80,Uruguay
WC-1990,T-82,West Germany
WC-1990,T-83,Yugoslavia
WC-1994,T-03,Argentina
WC-1994,T-06,Belgium
WC-1994,T-07,Bolivia
WC-1994,T-09,Brazil
WC-1994,T-10,Bulgaria
WC-1994,T-11,Cameroon
WC-1994,T-15,Colombia
WC-1994,T-29,Germany
WC-1994,T-31,Greece
WC-1994,T-39,Italy
WC-1994,T-44,Mexico
WC-1994,T-45,Morocco
WC-1994,T-46,Netherlands
WC-1994,T-48,Nigeria
WC-1994,T-51,Norway
WC-1994,T-57,Republic of Ireland
WC-1994,T-58,Romania
WC-1994,T-59,Russia
WC-1994,T-60,Saudi Arabia
WC-1994,T-68,South Korea
WC-1994,T-70,Spain
WC-1994,T-71,Sweden
WC-1994,T-72,Switzerland
WC-1994,T-79,United States
WC-1998,T-03,Argentina
WC-1998,T-05,Austria
WC-1998,T-06,Belgium
WC-1998,T-09,Brazil
WC-1998,T-10,Bulgaria
WC-1998,T-11,Cameroon
WC-1998,T-13,Chile
WC-1998,T-15,Colombia
WC-1998,T-17,Croatia
WC-1998,T-21,Denmark
WC-1998,T-27,England
WC-1998,T-28,France
WC-1998,T-29,Germany
WC-1998,T-36,Iran
WC-1998,T-39,Italy
WC-1998,T-41,Jamaica
WC-1998,T-42,Japan
WC-1998,T-44,Mexico
WC-1998,T-45,Morocco
WC-1998,T-46,Netherlands
WC-1998,T-48,Nigeria
WC-1998,T-51,Norway
WC-1998,T-53,Paraguay
WC-1998,T-58,Romania
WC-1998,T-60,Saudi Arabia
WC-1998,T-61,Scotland
WC-1998,T-67,South Africa
WC-1998,T-68,South Korea
WC-1998,T-70,Spain
WC-1998,T-75,Tunisia
WC-1998,T-79,United States
WC-1998,T-83,Yugoslavia
WC-2002,T-03,Argentina
WC-2002,T-06,Belgium
WC-2002,T-09,Brazil
WC-2002,T-11,Cameroon
WC-2002,T-14,China
WC-2002,T-16,Costa Rica
WC-2002,T-17,Croatia
WC-2002,T-21,Denmark
WC-2002,T-24,Ecuador
WC-2002,T-27,England
WC-2002,T-28,France
WC-2002,T-29,Germany
WC-2002,T-39,Italy
WC-2002,T-42,Japan
WC-2002,T-44,Mexico
WC-2002,T-48,Nigeria
WC-2002,T-53,Paraguay
WC-2002,T-55,Poland
WC-2002,T-56,Portugal
WC-2002,T-57,Republic of Ireland
WC-2002,T-59,Russia
WC-2002,T-60,Saudi Arabia
WC-2002,T-62,Senegal
WC-2002,T-66,Slovenia
WC-2002,T-67,South Africa
WC-2002,T-68,South Korea
WC-2002,T-70,Spain
WC-2002,T-71,Sweden
WC-2002,T-75,Tunisia
WC-2002,T-76,Turkey
WC-2002,T-79,United States
WC-2002,T-80,Uruguay
WC-2006,T-02,Angola
WC-2006,T-03,Argentina
WC-2006,T-04,Australia
WC-2006,T-09,Brazil
WC-2006,T-16,Costa Rica
WC-2006,T-17,Croatia
WC-2006,T-19,Czech Republic
WC-2006,T-24,Ecuador
WC-2006,T-27,England
WC-2006,T-28,France
WC-2006,T-29,Germany
WC-2006,T-30,Ghana
WC-2006,T-36,Iran
WC-2006,T-39,Italy
WC-2006,T-40,Ivory Coast
WC-2006,T-42,Japan
WC-2006,T-44,Mexico
WC-2006,T-46,Netherlands
WC-2006,T-53,Paraguay
WC-2006,T-55,Poland
WC-2006,T-56,Portugal
WC-2006,T-60,Saudi Arabia
WC-2006,T-64,Serbia and Montenegro
WC-2006,T-68,South Korea
WC-2006,T-70,Spain
WC-2006,T-71,Sweden
WC-2006,T-72,Switzerland
WC-2006,T-73,Togo
WC-2006,T-74,Trinidad and Tobago
WC-2006,T-75,Tunisia
WC-2006,T-77,Ukraine
WC-2006,T-79,United States
WC-2010,T-01,Algeria
WC-2010,T-03,Argentina
WC-2010,T-04,Australia
WC-2010,T-09,Brazil
WC-2010,T-11,Cameroon
WC-2010,T-13,Chile
WC-2010,T-21,Denmark
WC-2010,T-27,England
WC-2010,T-28,France
WC-2010,T-29,Germany
WC-2010,T-30,Ghana
WC-2010,T-31,Greece
WC-2010,T-33,Honduras
WC-2010,T-39,Italy
WC-2010,T-40,Ivory Coast
WC-2010,T-42,Japan
WC-2010,T-44,Mexico
WC-2010,T-46,Netherlands
WC-2010,T-47,New Zealand
WC-2010,T-48,Nigeria
WC-2010,T-49,North Korea
WC-2010,T-53,Paraguay
WC-2010,T-56,Portugal
WC-2010,T-63,Serbia
WC-2010,T-65,Slovakia
WC-2010,T-66,Slovenia
WC-2010,T-67,South Africa
WC-2010,T-68,South Korea
WC-2010,T-70,Spain
WC-2010,T-72,Switzerland
WC-2010,T-79,United States
WC-2010,T-80,Uruguay
WC-2014,T-01,Algeria
WC-2014,T-03,Argentina
WC-2014,T-04,Australia
WC-2014,T-06,Belgium
WC-2014,T-08,Bosnia and Herzegovina
WC-2014,T-09,Brazil
WC-2014,T-11,Cameroon
WC-2014,T-13,Chile
WC-2014,T-15,Colombia
WC-2014,T-16,Costa Rica
WC-2014,T-17,Croatia
WC-2014,T-24,Ecuador
WC-2014,T-27,England
WC-2014,T-28,France
WC-2014,T-29,Germany
WC-2014,T-30,Ghana
WC-2014,T-31,Greece
WC-2014,T-33,Honduras
WC-2014,T-36,Iran
WC-2014,T-39,Italy
WC-2014,T-40,Ivory Coast
WC-2014,T-42,Japan
WC-2014,T-44,Mexico
WC-2014,T-46,Netherlands
WC-2014,T-48,Nigeria
WC-2014,T-56,Portugal
WC-2014,T-59,Russia
WC-2014,T-68,South Korea
WC-2014,T-70,Spain
WC-2014,T-72,Switzerland
WC-2014,T-79,United States
WC-2014,T-80,Uruguay
WC-2018,T-03,Argentina
WC-2018,T-04,Australia
WC-2018,T-06,Belgium
WC-2018,T-09,Brazil
WC-2018,T-15,Colombia
WC-2018,T-16,Costa Rica
WC-2018,T-17,Croatia
WC-2018,T-21,Denmark
WC-2018,T-25,Egypt
WC-2018,T-27,England
WC-2018,T-28,France
WC-2018,T-29,Germany
WC-2018,T-35,Iceland
WC-2018,T-36,Iran
WC-2018,T-42,Japan
WC-2018,T-44,Mexico
WC-2018,T-45,Morocco
WC-2018,T-48,Nigeria
WC-2018,T-52,Panama
WC-2018,T-54,Peru
WC-2018,T-55,Poland
WC-2018,T-56,Portugal
WC-2018,T-59,Russia
WC-2018,T-60,Saudi Arabia
WC-2018,T-62,Senegal
WC-2018,T-63,Serbia
WC-2018,T-68,South Korea
WC-2018,T-70,Spain
WC-2018,T-71,Sweden
WC-2018,T-72,Switzerland
WC-2018,T-75,Tunisia
WC-2018,T-80,Uruguay
